0.0000	25.1630	1.0000
0.0000	24.6645	1.0000
0.0000	24.1658	1.0000
0.0000	23.6669	1.0000
0.0000	23.1678	1.0000
0.0000	22.6685	1.0000
0.0000	22.1691	1.0000
0.0000	21.6694	1.0000
0.0000	21.1695	1.0000
0.0000	20.6695	1.0000
0.0000	20.1692	1.0000
0.0000	19.6688	1.0000
0.0000	19.1682	1.0000
0.0000	18.6674	1.0000
0.0000	18.1664	1.0000
0.0000	17.6651	1.0000
0.0000	17.1637	1.0000
0.0000	16.6622	1.0000
0.0000	16.1604	1.0000
-4.4624	15.6877	1.0000
-4.3191	15.1837	1.0000
-4.1757	14.6795	1.0000
-4.0323	14.1752	1.0000
-3.8888	13.6708	1.0000
-3.7453	13.1663	1.0000
-3.6018	12.6616	1.0000
-3.4582	12.1568	1.0000
-3.3145	11.6518	1.0000
-3.1708	11.1467	1.0000
-3.0271	10.6415	1.0000
-2.8833	10.1361	1.0000
-2.7395	9.6306	1.0000
-2.5956	9.1249	1.0000
-2.4517	8.6192	1.0000
-2.3077	8.1132	1.0000
-2.1637	7.6072	1.0000
-2.0197	7.1010	1.0000
-1.8757	6.5947	1.0000
-1.7316	6.0882	1.0000
-1.5874	5.5816	1.0000
-1.4433	5.0749	1.0000
-1.2991	4.5680	1.0000
-1.1548	4.0610	1.0000
-1.0106	3.5538	1.0000
-0.8663	3.0466	1.0000
-0.7220	2.5391	1.0000
-0.5776	2.0316	1.0000
-0.4333	1.5239	1.0000
-0.2889	1.0161	1.0000
-0.1444	0.5081	1.0000
0.0000	0.0000	1.0000
0.1445	-0.5082	1.0000
0.2890	-1.0166	1.0000
0.4335	-1.5251	1.0000
0.5780	-2.0338	1.0000
0.7226	-2.5426	1.0000
0.8671	-3.0515	1.0000
1.0117	-3.5605	1.0000
1.1563	-4.0697	1.0000
1.3009	-4.5791	1.0000
1.4456	-5.0885	1.0000
1.5902	-5.5981	1.0000
1.7349	-6.1079	1.0000
1.8795	-6.6178	1.0000
2.0242	-7.1278	1.0000
2.1689	-7.6379	1.0000
2.3136	-8.1482	1.0000
2.4583	-8.6586	1.0000
2.6030	-9.1692	1.0000
2.7478	-9.6799	1.0000
2.8925	-10.1908	1.0000
3.0372	-10.7017	1.0000
3.1820	-11.2128	1.0000
3.3267	-11.7241	1.0000
3.4714	-12.2355	1.0000
3.6162	-12.7470	1.0000
3.7609	-13.2587	1.0000
3.9056	-13.7705	1.0000
4.0504	-14.2824	1.0000
4.1951	-14.7945	1.0000
4.3398	-15.3067	1.0000
4.4845	-15.8191	1.0000
0.0000	-16.3644	1.0000
0.0000	-16.8792	1.0000
0.0000	-17.3941	1.0000
0.0000	-17.9092	1.0000
0.0000	-18.4246	1.0000
0.0000	-18.9402	1.0000
0.0000	-19.4559	1.0000
0.0000	-19.9719	1.0000
0.0000	-20.4881	1.0000
0.0000	-21.0045	1.0000
0.0000	-21.5211	1.0000
0.0000	-22.0378	1.0000
0.0000	-22.5549	1.0000
0.0000	-23.0721	1.0000
0.0000	-23.5895	1.0000
0.0000	-24.1071	1.0000
0.0000	-24.6249	1.0000
0.0000	-25.1430	1.0000
0.0000	-25.6612	1.0000
-0.6082	24.3402	2.0000
-0.6082	23.8606	2.0000
-0.6082	23.3808	2.0000
-0.6082	22.9009	2.0000
-0.6082	22.4207	2.0000
-0.6082	21.9404	2.0000
-0.6082	21.4599	2.0000
-0.6082	20.9792	2.0000
-0.6082	20.4983	2.0000
-0.6082	20.0172	2.0000
-0.6082	19.5359	2.0000
-0.6082	19.0545	2.0000
-0.6082	18.5728	2.0000
-0.6082	18.0910	2.0000
-0.6082	17.6090	2.0000
-0.6082	17.1268	2.0000
-0.6082	16.6443	2.0000
-0.6082	16.1617	2.0000
-0.6082	15.6790	2.0000
-0.6082	15.1960	2.0000
-5.0004	15.2945	2.0000
-4.8521	14.7910	2.0000
-4.7041	14.2874	2.0000
-4.5561	13.7836	2.0000
-4.4083	13.2797	2.0000
-4.2606	12.7757	2.0000
-4.1130	12.2714	2.0000
-3.9655	11.7671	2.0000
-3.8181	11.2626	2.0000
-3.6709	10.7580	2.0000
-3.5238	10.2532	2.0000
-3.3768	9.7482	2.0000
-3.2299	9.2432	2.0000
-3.0831	8.7380	2.0000
-2.9365	8.2326	2.0000
-2.7900	7.7271	2.0000
-2.6436	7.2215	2.0000
-2.4973	6.7157	2.0000
-2.3512	6.2098	2.0000
-2.2052	5.7038	2.0000
-2.0594	5.1976	2.0000
-1.9136	4.6913	2.0000
-1.7681	4.1849	2.0000
-1.6226	3.6783	2.0000
-1.4773	3.1716	2.0000
-1.3321	2.6647	2.0000
-1.1870	2.1577	2.0000
-1.0421	1.6506	2.0000
-0.8973	1.1434	2.0000
-0.7527	0.6360	2.0000
-0.6082	0.1285	2.0000
-0.4638	-0.3791	2.0000
-0.3196	-0.8869	2.0000
-0.1756	-1.3948	2.0000
-0.0316	-1.9028	2.0000
0.1122	-2.4109	2.0000
0.2558	-2.9192	2.0000
0.3993	-3.4276	2.0000
0.5426	-3.9361	2.0000
0.6858	-4.4448	2.0000
0.8289	-4.9535	2.0000
0.9718	-5.4624	2.0000
1.1145	-5.9714	2.0000
1.2571	-6.4806	2.0000
1.3996	-6.9898	2.0000
1.5419	-7.4992	2.0000
1.6840	-8.0087	2.0000
1.8260	-8.5183	2.0000
1.9678	-9.0280	2.0000
2.1095	-9.5379	2.0000
2.2510	-10.0479	2.0000
2.3924	-10.5579	2.0000
2.5336	-11.0682	2.0000
2.6747	-11.5785	2.0000
2.8155	-12.0889	2.0000
2.9563	-12.5995	2.0000
3.0969	-13.1101	2.0000
3.2373	-13.6209	2.0000
3.3775	-14.1318	2.0000
3.5176	-14.6428	2.0000
3.6575	-15.1539	2.0000
3.7973	-15.6652	2.0000
3.9369	-16.1765	2.0000
4.0763	-16.6880	2.0000
-0.6082	-16.6127	2.0000
-0.6082	-17.1086	2.0000
-0.6082	-17.6046	2.0000
-0.6082	-18.1009	2.0000
-0.6082	-18.5974	2.0000
-0.6082	-19.0940	2.0000
-0.6082	-19.5909	2.0000
-0.6082	-20.0880	2.0000
-0.6082	-20.5853	2.0000
-0.6082	-21.0827	2.0000
-0.6082	-21.5804	2.0000
-0.6082	-22.0783	2.0000
-0.6082	-22.5764	2.0000
-0.6082	-23.0746	2.0000
-0.6082	-23.5731	2.0000
-0.6082	-24.0718	2.0000
-0.6082	-24.5707	2.0000
0.5844	26.0419	3.0000
0.5844	25.5245	3.0000
0.5844	25.0070	3.0000
0.5844	24.4892	3.0000
0.5844	23.9713	3.0000
0.5844	23.4531	3.0000
0.5844	22.9348	3.0000
0.5844	22.4162	3.0000
0.5844	21.8975	3.0000
0.5844	21.3785	3.0000
0.5844	20.8594	3.0000
0.5844	20.3401	3.0000
0.5844	19.8205	3.0000
0.5844	19.3008	3.0000
0.5844	18.7809	3.0000
0.5844	18.2607	3.0000
0.5844	17.7404	3.0000
-4.0681	16.6535	3.0000
-3.9305	16.1486	3.0000
-3.7926	15.6435	3.0000
-3.6545	15.1383	3.0000
-3.5163	14.6330	3.0000
-3.3777	14.1276	3.0000
-3.2390	13.6221	3.0000
-3.1001	13.1165	3.0000
-2.9609	12.6108	3.0000
-2.8216	12.1050	3.0000
-2.6820	11.5990	3.0000
-2.5422	11.0929	3.0000
-2.4023	10.5868	3.0000
-2.2621	10.0805	3.0000
-2.1217	9.5741	3.0000
-1.9810	9.0676	3.0000
-1.8402	8.5609	3.0000
-1.6992	8.0542	3.0000
-1.5580	7.5473	3.0000
-1.4165	7.0403	3.0000
-1.2749	6.5332	3.0000
-1.1331	6.0260	3.0000
-0.9910	5.5186	3.0000
-0.8488	5.0112	3.0000
-0.7064	4.5036	3.0000
-0.5637	3.9959	3.0000
-0.4209	3.4881	3.0000
-0.2779	2.9801	3.0000
-0.1346	2.4720	3.0000
0.0088	1.9638	3.0000
0.1524	1.4555	3.0000
0.2962	0.9470	3.0000
0.4402	0.4385	3.0000
0.5844	-0.0703	3.0000
0.7288	-0.5791	3.0000
0.8734	-1.0881	3.0000
1.0181	-1.5971	3.0000
1.1631	-2.1064	3.0000
1.3082	-2.6157	3.0000
1.4535	-3.1252	3.0000
1.5990	-3.6348	3.0000
1.7447	-4.1446	3.0000
1.8906	-4.6545	3.0000
2.0366	-5.1645	3.0000
2.1829	-5.6746	3.0000
2.3293	-6.1849	3.0000
2.4759	-6.6953	3.0000
2.6226	-7.2059	3.0000
2.7696	-7.7166	3.0000
2.9167	-8.2274	3.0000
3.0640	-8.7384	3.0000
3.2114	-9.2495	3.0000
3.3591	-9.7608	3.0000
3.5069	-10.2722	3.0000
3.6549	-10.7837	3.0000
3.8030	-11.2954	3.0000
3.9513	-11.8073	3.0000
4.0998	-12.3192	3.0000
4.2485	-12.8314	3.0000
4.3973	-13.3436	3.0000
4.5462	-13.8560	3.0000
4.6954	-14.3686	3.0000
4.8447	-14.8813	3.0000
4.9942	-15.3941	3.0000
0.5844	-16.5161	3.0000
0.5844	-17.0500	3.0000
0.5844	-17.5840	3.0000
0.5844	-18.1183	3.0000
0.5844	-18.6528	3.0000
0.5844	-19.1875	3.0000
0.5844	-19.7225	3.0000
0.5844	-20.2576	3.0000
0.5844	-20.7930	3.0000
0.5844	-21.3285	3.0000
0.5844	-21.8643	3.0000
0.5844	-22.4003	3.0000
0.5844	-22.9365	3.0000
0.5844	-23.4729	3.0000
0.5844	-24.0096	3.0000
0.5844	-24.5464	3.0000
0.5844	-25.0835	3.0000
0.5844	-25.6208	3.0000
0.5844	-26.1583	3.0000
0.5844	-26.6960	3.0000
