0.0000	49.4194	1.0000
0.0000	48.4581	1.0000
0.0000	47.4958	1.0000
0.0000	46.5323	1.0000
0.0000	45.5677	1.0000
0.0000	44.6020	1.0000
0.0000	43.6352	1.0000
0.0000	42.6673	1.0000
0.0000	41.6984	1.0000
0.0000	40.7283	1.0000
0.0000	39.7571	1.0000
0.0000	38.7848	1.0000
0.0000	37.8114	1.0000
0.0000	36.8370	1.0000
0.0000	35.8614	1.0000
0.0000	34.8847	1.0000
0.0000	33.9069	1.0000
0.0000	32.9280	1.0000
0.0000	31.9480	1.0000
0.0000	30.9669	1.0000
0.0000	29.9847	1.0000
0.0000	29.0013	1.0000
0.0000	28.0169	1.0000
0.0000	27.0314	1.0000
0.0000	26.0447	1.0000
0.0000	25.0570	1.0000
0.0000	24.0681	1.0000
0.0000	23.0781	1.0000
0.0000	22.0870	1.0000
0.0000	21.0948	1.0000
0.0000	20.1015	1.0000
0.0000	19.1071	1.0000
0.0000	18.1115	1.0000
0.0000	17.1149	1.0000
0.0000	16.1171	1.0000
-4.7153	15.2121	1.0000
-4.4005	14.2001	1.0000
-4.0858	13.1877	1.0000
-3.7713	12.1751	1.0000
-3.4568	11.1621	1.0000
-3.1424	10.1488	1.0000
-2.8280	9.1353	1.0000
-2.5137	8.1214	1.0000
-2.1995	7.1073	1.0000
-1.8853	6.0928	1.0000
-1.5711	5.0781	1.0000
-1.2569	4.0630	1.0000
-0.9427	3.0477	1.0000
-0.6285	2.0321	1.0000
-0.3143	1.0162	1.0000
0.0000	0.0000	1.0000
0.3143	-1.0165	1.0000
0.6287	-2.0333	1.0000
0.9432	-3.0503	1.0000
1.2578	-4.0677	1.0000
1.5725	-5.0853	1.0000
1.8873	-6.1033	1.0000
2.2023	-7.1215	1.0000
2.5174	-8.1400	1.0000
2.8327	-9.1588	1.0000
3.1481	-10.1780	1.0000
3.4637	-11.1974	1.0000
3.7795	-12.2171	1.0000
4.0956	-13.2371	1.0000
4.4118	-14.2575	1.0000
4.7283	-15.2781	1.0000
0.0000	-16.4071	1.0000
0.0000	-17.4423	1.0000
0.0000	-18.4786	1.0000
0.0000	-19.5161	1.0000
0.0000	-20.5547	1.0000
0.0000	-21.5944	1.0000
0.0000	-22.6354	1.0000
0.0000	-23.6775	1.0000
0.0000	-24.7207	1.0000
0.0000	-25.7651	1.0000
0.0000	-26.8106	1.0000
0.0000	-27.8574	1.0000
0.0000	-28.9052	1.0000
0.0000	-29.9543	1.0000
0.0000	-31.0045	1.0000
0.0000	-32.0559	1.0000
0.0000	-33.1084	1.0000
0.0000	-34.1621	1.0000
0.0000	-35.2170	1.0000
0.0000	-36.2730	1.0000
0.0000	-37.3302	1.0000
0.0000	-38.3886	1.0000
0.0000	-39.4482	1.0000
0.0000	-40.5089	1.0000
0.0000	-41.5708	1.0000
0.0000	-42.6339	1.0000
0.0000	-43.6982	1.0000
0.0000	-44.7637	1.0000
0.0000	-45.8303	1.0000
0.0000	-46.8982	1.0000
0.0000	-47.9672	1.0000
0.0000	-49.0374	1.0000
0.0000	-50.1088	1.0000
0.0000	-51.1814	1.0000
0.0000	-52.2552	1.0000
0.2564	47.2052	2.0000
0.2564	46.2907	2.0000
0.2564	45.3751	2.0000
0.2564	44.4583	2.0000
0.2564	43.5404	2.0000
0.2564	42.6213	2.0000
0.2564	41.7010	2.0000
0.2564	40.7797	2.0000
0.2564	39.8571	2.0000
0.2564	38.9335	2.0000
0.2564	38.0087	2.0000
0.2564	37.0827	2.0000
0.2564	36.1557	2.0000
0.2564	35.2275	2.0000
0.2564	34.2981	2.0000
0.2564	33.3676	2.0000
0.2564	32.4360	2.0000
0.2564	31.5033	2.0000
0.2564	30.5695	2.0000
0.2564	29.6345	2.0000
0.2564	28.6984	2.0000
0.2564	27.7611	2.0000
0.2564	26.8228	2.0000
0.2564	25.8833	2.0000
0.2564	24.9427	2.0000
0.2564	24.0009	2.0000
0.2564	23.0581	2.0000
